"","wave","HHCode","pid","MatchingIssue","DataMissing","SpeciesName","Abundance","Invasive","additional"
"369",2012,"331,01",NA,NA,NA,"Hevea brasiliensis",4,0,NA
"370",2012,"331,01",NA,NA,NA,"Centotheca lappacea",22,0,NA
"371",2012,"331,01",NA,NA,NA,"local name: Puring",6,0,NA
"372",2012,"331,01",NA,NA,NA,"Syzygium jambosoides",3,0,NA
"373",2012,"331,01",NA,NA,NA,"Ancistrocladus tectorius",5,0,NA
"374",2012,"331,01",NA,NA,NA,"Piper aduncum",2,0,NA
"375",2012,"331,01",NA,NA,NA,"local name: Sing koyok macaranga",2,0,NA
"376",2012,"331,01",NA,NA,NA,"Gigantochloa apus",1,0,NA
"377",2012,"331,01",NA,NA,NA,"Cayratia geniculata",9,0,NA
"378",2012,"331,11",NA,NA,NA,"Clidemia hirta",83,1,NA
"379",2012,"331,11",NA,NA,NA,"Axonopus compressus",49,0,NA
"380",2012,"331,11",NA,NA,NA,"Colocasia esculenta",2,0,NA
"381",2012,"331,11",NA,NA,NA,"Hevea brasiliensis",7,0,NA
"382",2012,"331,11",NA,NA,NA,"local name: Gawal-gawal",19,0,NA
"383",2012,"331,11",NA,NA,NA,"local name: Salam",4,0,NA
"384",2012,"331,11",NA,NA,NA,"Centotheca lappacea",32,0,NA
"385",2012,"331,11",NA,NA,NA,"Salacca edulis",1,0,NA
"386",2012,"331,11",NA,NA,NA,"Macaranga gigantea",3,0,NA
"387",2012,"331,11",NA,NA,NA,"local name: Marpui",5,0,NA
"388",2012,"331,11",NA,NA,NA,"Aidia densiflora",3,0,NA
"389",2012,"331,11",NA,NA,NA,"Piper aduncum",2,0,NA
"390",2012,"331,25",NA,NA,NA,"Dicranopteris linearis",31,1,NA
"391",2012,"331,25",NA,NA,NA,"Clidemia hirta",16,1,NA
"392",2012,"331,25",NA,NA,NA,"Hevea brasiliensis",4,0,NA
"393",2012,"331,25",NA,NA,NA,"Crassocephalum crepidioides",1,0,NA
"394",2012,"331,25",NA,NA,NA,"Centotheca lappacea",3,0,NA
"395",2012,"331,25",NA,NA,NA,"Pennisetum polystachion",4,0,NA
"396",2012,"331,25",NA,NA,NA,"Bauhinia semibifida",1,0,NA
"397",2012,"331,25",NA,NA,NA,"Melastoma malabathricum",9,0,NA
"398",2012,"242,06",NA,NA,NA,"Dicranopteris linearis",89,1,NA
"399",2012,"242,06",NA,NA,NA,"Axonopus compressus",40,0,NA
"400",2012,"242,06",NA,NA,NA,"Clidemia hirta",41,1,NA
"401",2012,"242,06",NA,NA,NA,"Lygodium circinatum",20,0,NA
"402",2012,"242,06",NA,NA,NA,"Imperata cylindrica",15,0,NA
"403",2012,"242,06",NA,NA,NA,"Calopogonium mucunoides",4,0,NA
"404",2012,"242,06",NA,NA,NA,"Asystasia gangetica",3,1,NA
"405",2012,"242,06",NA,NA,NA,"Melastoma malabathricum",7,0,NA
"406",2012,"242,06",NA,NA,NA,"Elaeis guineensis",5,0,NA
"407",2012,"242,06",NA,NA,NA,"Mikania micrantha",3,0,NA
"408",2012,"242,06",NA,NA,NA,"Apocynaceae spec.",1,0,NA
"409",2012,"242,06",NA,NA,NA,"local name: Kayu pulai",1,0,NA
"410",2012,"242,06",NA,NA,NA,"Lygodium salicifolium",4,0,NA
"411",2012,"242,01",NA,NA,NA,"Clidemia hirta",384,1,NA
"412",2012,"242,01",NA,NA,NA,"Centotheca lappacea",85,0,NA
"413",2012,"242,01",NA,NA,NA,"Davalia denticulata",34,0,NA
"414",2012,"242,01",NA,NA,NA,"Elaeis guineensis",5,0,NA
"415",2012,"242,01",NA,NA,NA,"Melastoma malabathricum",1,0,NA
"416",2012,"242,03",NA,NA,NA,"Clidemia hirta",199,1,NA
"417",2012,"242,03",NA,NA,NA,"Melastoma malabathricum",85,0,NA
"418",2012,"242,03",NA,NA,NA,"Dicranopteris linearis",2,1,NA
"419",2012,"242,03",NA,NA,NA,"Elaeis guineensis",7,0,NA
"420",2012,"242,03",NA,NA,NA,"Apocynaceae spec.",16,0,NA
"421",2012,"242,03",NA,NA,NA,"Axonopus compressus",8,0,NA
"422",2012,"242,03",NA,NA,NA,"Lygodium circinatum",37,0,NA
"423",2012,"242,03",NA,NA,NA,"Hibiscus mutabilis",4,0,NA
"424",2012,"242,03",NA,NA,NA,"local name: Saga",3,0,NA
"425",2012,"242,03",NA,NA,NA,"Scleria bancana",5,0,NA
"426",2012,"242,03",NA,NA,NA,"Unident 28",1,0,NA
"427",2012,"242,03",NA,NA,NA,"Unident 29",4,0,NA
"428",2012,"242,03",NA,NA,NA,"Unident 30",8,0,NA
"429",2012,"242,03",NA,NA,NA,"local name: Sing koyok macaranga",1,0,NA
"430",2012,"242,03",NA,NA,NA,"local name: Gawal-gawal",1,0,NA
"431",2012,"242,03",NA,NA,NA,"Unident 31",3,0,NA
"432",2012,"242,03",NA,NA,NA,"Unident 32",26,0,NA
"433",2012,"242,03",NA,NA,NA,"Unident 33",4,0,NA
"434",2012,"242,07",NA,NA,NA,"Clidemia hirta",606,1,NA
"435",2012,"242,07",NA,NA,NA,"Nephrolepis spec.",7,0,NA
"436",2012,"242,07",NA,NA,NA,"Mikania micrantha",6,0,NA
"437",2012,"242,07",NA,NA,NA,"Uncaria glabrata",2,0,NA
"438",2012,"242,07",NA,NA,NA,"Centotheca lappacea",84,0,NA
"439",2012,"242,07",NA,NA,NA,"Scleria bancana",31,0,NA
"440",2012,"242,07",NA,NA,NA,"Axonopus compressus",43,0,NA
"441",2012,"242,07",NA,NA,NA,"Elaeis guineensis",29,0,NA
"442",2012,"242,07",NA,NA,NA,"Taenitis blechnoides",8,0,NA
"443",2012,"242,07",NA,NA,NA,"Hibiscus mutabilis",1,0,NA
"444",2012,"242,07",NA,NA,NA,"Lygodium circinatum",18,0,NA
"445",2012,"242,07",NA,NA,NA,"Melastoma malabathricum",27,0,NA
"446",2012,"242,07",NA,NA,NA,"Nephrolepis exaltata",11,0,NA
"447",2012,"242,07",NA,NA,NA,"Mussaenda frondosa",8,0,NA
"448",2012,"242,07",NA,NA,NA,"Asystasia gangetica",68,1,NA
"449",2012,"242,07",NA,NA,NA,"Pandanus spec.",2,0,NA
"450",2012,"242,07",NA,NA,NA,"Lygodium salicifolium",3,0,NA
"451",2012,"242,10",NA,NA,NA,"Elaeis guineensis",19,0,NA
"452",2012,"242,10",NA,NA,NA,"Axonopus compressus",38,0,NA
"453",2012,"242,10",NA,NA,NA,"Scleria bancana",8,0,NA
"454",2012,"242,10",NA,NA,NA,"Centotheca lappacea",191,0,NA
"455",2012,"242,10",NA,NA,NA,"Nephrolepis spec.",14,0,NA
"456",2012,"242,10",NA,NA,NA,"Unident 26",3,0,NA
"457",2012,"242,10",NA,NA,NA,"Psychotria spec.",11,0,NA
"458",2012,"242,10",NA,NA,NA,"Borreria ocymoides",24,0,NA
"459",2012,"242,10",NA,NA,NA,"Uncaria glabrata",1,0,NA
"460",2012,"242,10",NA,NA,NA,"Taenitis blechnoides",14,0,NA
"461",2012,"242,10",NA,NA,NA,"Lygodium circinatum",33,0,NA
"462",2012,"242,10",NA,NA,NA,"Clidemia hirta",12,1,NA
"463",2012,"242,10",NA,NA,NA,"Christella parasitica",5,0,NA
"464",2012,"223,12",NA,NA,NA,"Vitex pubescens",15,0,NA
"465",2012,"223,12",NA,NA,NA,"Axonopus compressus",6,0,NA
"466",2012,"223,12",NA,NA,NA,"Clidemia hirta",8,1,NA
"467",2012,"223,12",NA,NA,NA,"Melastoma malabathricum",5,0,NA
"468",2012,"223,12",NA,NA,NA,"Imperata cylindrica",3,0,NA
"469",2012,"223,12",NA,NA,NA,"Unident 15",2,0,NA
"470",2012,"223,01",NA,NA,NA,"Nephrolepis exaltata",47,0,NA
"471",2012,"223,01",NA,NA,NA,"Selaginella spec.",9,0,NA
"472",2012,"223,01",NA,NA,NA,"Dicranopteris linearis",18,1,NA
"473",2012,"223,01",NA,NA,NA,"Scleria bancana",21,0,NA
"474",2012,"223,01",NA,NA,NA,"Aidia densiflora",14,0,NA
"475",2012,"223,01",NA,NA,NA,"Melastoma malabathricum",22,0,NA
"476",2012,"223,01",NA,NA,NA,"Breynia stipitata",6,0,NA
"477",2012,"223,01",NA,NA,NA,"Gynotroches axillaris",4,0,NA
"478",2012,"223,01",NA,NA,NA,"Euodia latifolia",1,0,NA
"479",2012,"223,01",NA,NA,NA,"Imperata cylindrica",21,0,NA
"480",2012,"223,01",NA,NA,NA,"Piper aduncum",18,0,NA
"481",2012,"223,01",NA,NA,NA,"Apocynaceae spec.",13,0,NA
"482",2012,"223,01",NA,NA,NA,"Vitex pubescens",1,0,NA
"483",2012,"223,01",NA,NA,NA,"Syzygium spec.",1,0,NA
"484",2012,"223,01",NA,NA,NA,"Mikania micrantha",4,0,NA
"485",2012,"223,01",NA,NA,NA,"Arachis spec.",7,0,NA
"486",2012,"223,01",NA,NA,NA,"Euria nitida",3,0,NA
"487",2012,"223,01",NA,NA,NA,"Hevea brasiliensis",7,0,NA
"488",2012,"223,01",NA,NA,NA,"local name: Pasak bumi",1,0,NA
"489",2012,"223,17",NA,NA,NA,"Clidemia hirta",23,1,NA
"490",2012,"223,17",NA,NA,NA,"Macaranga gigantea",7,0,NA
"491",2012,"223,17",NA,NA,NA,"Scleria bancana",12,0,NA
"492",2012,"223,17",NA,NA,NA,"Tetracea scandens",16,0,NA
"493",2012,"223,17",NA,NA,NA,"Lygodium arcinatum",3,0,NA
"494",2012,"223,17",NA,NA,NA,"Cratoxylum sumatranum",4,0,NA
"495",2012,"223,17",NA,NA,NA,"Panicum repens",15,0,NA
"496",2012,"223,17",NA,NA,NA,"Centotheca lappacea",11,0,NA
"497",2012,"223,17",NA,NA,NA,"Nephrolepis exaltata",19,0,NA
"498",2012,"223,17",NA,NA,NA,"local name: Marpui",2,0,NA
"499",2012,"223,17",NA,NA,NA,"Hevea brasiliensis",1,0,NA
"500",2012,"223,17",NA,NA,NA,"Macaranga triloba",2,0,NA
"501",2012,"223,17",NA,NA,NA,"local name: Waru",1,0,NA
"502",2012,"223,17",NA,NA,NA,"Dicranopteris linearis",4,1,NA
"503",2012,"223,17",NA,NA,NA,"Euria nitida",8,0,NA
"504",2012,"223,17",NA,NA,NA,"local name: Paku tenah",3,0,NA
"505",2012,"223,17",NA,NA,NA,"Uncaria glabrata",2,0,NA
"506",2012,"223,17",NA,NA,NA,"Alstonia scholaris",1,0,NA
"507",2012,"223,14",NA,NA,NA,"local name: Terpus",5,0,NA
"508",2012,"223,14",NA,NA,NA,"Clidemia hirta",875,1,NA
"509",2012,"223,14",NA,NA,NA,"Nephrolepis exaltata",400,0,NA
"510",2012,"223,14",NA,NA,NA,"Apocynaceae spec.",75,0,NA
"511",2012,"223,14",NA,NA,NA,"Macaranga gigantea",84,0,NA
"512",2012,"223,14",NA,NA,NA,"Rinorea lanceolata",2,0,NA
"513",2012,"223,14",NA,NA,NA,"Scleria bancana",16,0,NA
"514",2012,"223,14",NA,NA,NA,"Aracea spec. Fi1103-1107",2,0,NA
"515",2012,"223,14",NA,NA,NA,"Lygodium circinatum",25,0,NA
"516",2012,"223,14",NA,NA,NA,"Palaquium obovatum",1,0,NA
"517",2012,"223,08",NA,NA,NA,"local name: kayu kelat",3,0,NA
"518",2012,"223,08",NA,NA,NA,"Melastoma malabathricum",5,0,NA
"519",2012,"223,08",NA,NA,NA,"Calopogonium mucunoides",1,0,NA
"520",2012,"223,08",NA,NA,NA,"Macaranga gigantea",2,0,NA
"521",2012,"223,08",NA,NA,NA,"Clidemia hirta",6,1,NA
"522",2012,"223,08",NA,NA,NA,"Scleria bancana",3,0,NA
"523",2012,"223,08",NA,NA,NA,"local name: Pohon gronggang",1,0,NA
"524",2012,"223,05",NA,NA,NA,"local name: Kayu plangas",7,0,NA
"525",2012,"223,05",NA,NA,NA,"Lygodium salicifolium",8,0,NA
"526",2012,"223,05",NA,NA,NA,"Chromolaena odorata",8,0,NA
"527",2012,"223,05",NA,NA,NA,"Nephrolepis exaltata",6,0,NA
"528",2012,"223,05",NA,NA,NA,"Lygodium arcinatum",16,0,NA
"529",2012,"223,05",NA,NA,NA,"Macaranga gigantea",2,0,NA
"530",2012,"223,05",NA,NA,NA,"Melastoma malabathricum",8,0,NA
"531",2012,"223,05",NA,NA,NA,"Mikania micrantha",7,0,NA
"532",2012,"223,05",NA,NA,NA,"Imperata cylindrica",62,0,NA
"533",2012,"223,05",NA,NA,NA,"local name: Kayu medang",1,0,NA
"534",2012,"223,05",NA,NA,NA,"Mussaenda frondosa",1,0,NA
"535",2012,"223,05",NA,NA,NA,"Apocynaceae spec.",7,0,NA
"536",2012,"223,05",NA,NA,NA,"Centotheca lappacea",17,0,NA
"537",2012,"223,05",NA,NA,NA,"Scleria bancana",23,0,NA
"538",2012,"223,05",NA,NA,NA,"local name: Bangkung",3,0,NA
"539",2012,"223,05",NA,NA,NA,"Clidemia hirta",203,1,NA
"540",2012,"223,05",NA,NA,NA,"local name: Kayu laban",1,0,NA
"541",2012,"223,05",NA,NA,NA,"Axonopus compressus",3,0,NA
"542",2012,"223,05",NA,NA,NA,"local name: Teh tehan",3,0,NA
"543",2012,"223,05",NA,NA,NA,"Sauropus androginus",2,0,NA
"544",2012,"223,05",NA,NA,NA,"Borreria latifolia",3,0,NA
"545",2012,"223,05",NA,NA,NA,"Panicum repens",4,0,NA
"546",2012,"223,04",NA,NA,NA,"Macaranga gigantea",16,0,NA
"547",2012,"223,04",NA,NA,NA,"Melastoma malabathricum",8,0,NA
"548",2012,"223,04",NA,NA,NA,"Clidemia hirta",25,1,NA
"549",2012,"223,04",NA,NA,NA,"local name: Anggrung",8,0,NA
"550",2012,"223,04",NA,NA,NA,"Asystasia gangetica",12,1,NA
"551",2012,"223,04",NA,NA,NA,"Nephrolepis exaltata",13,0,NA
"552",2012,"223,04",NA,NA,NA,"Vitex pubescens",7,0,NA
"553",2012,"223,04",NA,NA,NA,"Apocynaceae spec.",3,0,NA
"554",2012,"223,04",NA,NA,NA,"Chromolaena odorata",6,0,NA
"555",2012,"223,04",NA,NA,NA,"Centotheca lappacea",57,0,NA
"556",2012,"223,04",NA,NA,NA,"Lantana camara",5,0,NA
"557",2012,"223,04",NA,NA,NA,"Panicum repens",721,0,NA
"558",2012,"241,08",NA,NA,NA,"Clidemia hirta",135,1,NA
"559",2012,"241,08",NA,NA,NA,"Macaranga gigantea",1,0,NA
"560",2012,"241,08",NA,NA,NA,"Lygodium circinatum",26,0,NA
"561",2012,"241,08",NA,NA,NA,"Apocynaceae spec.",4,0,NA
"562",2012,"241,08",NA,NA,NA,"Axonopus compressus",15,0,NA
"563",2012,"241,08",NA,NA,NA,"Melastoma malabathricum",40,0,NA
"564",2012,"241,08",NA,NA,NA,"Elaeis guineensis",8,0,NA
"565",2012,"241,08",NA,NA,NA,"Centotheca lappacea",2,0,NA
"566",2012,"241,08",NA,NA,NA,"Christella parasitica",20,0,NA
"567",2012,"241,09",NA,NA,NA,"Unident 16",31,0,NA
"568",2012,"241,09",NA,NA,NA,"Elaeis guineensis",3,0,NA
"569",2012,"241,09",NA,NA,NA,"Centotheca lappacea",126,0,NA
"570",2012,"241,09",NA,NA,NA,"Lygodium circinatum",48,0,NA
"571",2012,"241,09",NA,NA,NA,"Axonopus compressus",28,0,NA
"572",2012,"241,09",NA,NA,NA,"Selaginella spec.",60,0,NA
"573",2012,"241,09",NA,NA,NA,"Clidemia hirta",4,1,NA
"574",2012,"241,09",NA,NA,NA,"Melastoma malabathricum",1,0,NA
"575",2012,"241,09",NA,NA,NA,"Christella parasitica",18,0,NA
"576",2012,"241,05",NA,NA,NA,"Clidemia hirta",141,1,NA
"577",2012,"241,05",NA,NA,NA,"Centotheca spec.",86,0,NA
"578",2012,"241,05",NA,NA,NA,"Elaeis guineensis",3,0,NA
"579",2012,"241,05",NA,NA,NA,"Axonopus compressus",7,0,NA
"580",2012,"241,05",NA,NA,NA,"Melastoma malabathricum",2,0,NA
"581",2012,"241,05",NA,NA,NA,"Macaranga gigantea",1,0,NA
"582",2012,"241,05",NA,NA,NA,"Lygodium circinatum",8,0,NA
"583",2012,"241,05",NA,NA,NA,"Vitex pubescens",1,0,NA
"584",2012,"241,06",NA,NA,NA,"Synedrella nodiflora",13,0,NA
"585",2012,"241,06",NA,NA,NA,"Elaeis guineensis",14,0,NA
"586",2012,"241,06",NA,NA,NA,"Axonopus compressus",85,0,NA
"587",2012,"241,06",NA,NA,NA,"Centotheca lappacea",48,0,NA
"588",2012,"241,06",NA,NA,NA,"Mikania micrantha",43,0,NA
"589",2012,"241,06",NA,NA,NA,"Panicum repens",49,0,NA
"590",2012,"241,06",NA,NA,NA,"Calopogonium mucunoides",9,0,NA
"591",2012,"241,06",NA,NA,NA,"Melastoma malabathricum",6,0,NA
"592",2012,"241,06",NA,NA,NA,"Cleome rutidosperma",2,0,NA
"593",2012,"241,16",NA,NA,NA,"Clidemia hirta",292,1,NA
"594",2012,"241,16",NA,NA,NA,"Elaeis guineensis",17,0,NA
"595",2012,"241,16",NA,NA,NA,"Centotheca lappacea",186,0,NA
"596",2012,"241,16",NA,NA,NA,"Scleria bancana",5,0,NA
"597",2012,"241,16",NA,NA,NA,"Axonopus compressus",34,0,NA
"598",2012,"241,16",NA,NA,NA,"Melastoma malabathricum",20,0,NA
"599",2012,"241,16",NA,NA,NA,"Mikania micrantha",1,0,NA
"600",2012,"241,16",NA,NA,NA,"Macaranga gigantea",1,0,NA
"601",2012,"241,16",NA,NA,NA,"Nephrolepis exaltata",2,0,NA
"602",2012,"241,16",NA,NA,NA,"Ficus fistulosa",3,0,NA
"603",2012,"241,16",NA,NA,NA,"Synedrella nodiflora",19,0,NA
"604",2012,"241,16",NA,NA,NA,"Lygodium circinatum",4,0,NA
"605",2012,"241,01",NA,NA,NA,"Macaranga gigantea",2,0,NA
"606",2012,"241,01",NA,NA,NA,"Selaginella spec.",31,0,NA
"607",2012,"241,01",NA,NA,NA,"Scleria bancana",24,0,NA
"608",2012,"241,01",NA,NA,NA,"Clidemia hirta",52,1,NA
"609",2012,"241,01",NA,NA,NA,"Centotheca lappacea",39,0,NA
"610",2012,"241,01",NA,NA,NA,"Christella parasitica",12,0,NA
"611",2012,"241,01",NA,NA,NA,"Syzygium zollingeranium",4,0,NA
"612",2012,"241,01",NA,NA,NA,"Elaeis guineensis",5,0,NA
"613",2012,"241,01",NA,NA,NA,"local name: gear like",6,0,NA
"614",2012,"241,07",NA,NA,NA,"Elaeis guineensis",5,0,NA
"615",2012,"241,07",NA,NA,NA,"Centotheca lappacea",138,0,NA
"616",2012,"241,07",NA,NA,NA,"Panicum repens",238,0,NA
"617",2012,"241,07",NA,NA,NA,"Christella parasitica",27,0,NA
"618",2012,"241,07",NA,NA,NA,"Macaranga gigantea",1,0,NA
"619",2012,"241,07",NA,NA,NA,"Lygodium circinatum",16,0,NA
"620",2012,"241,07",NA,NA,NA,"Unident 12",21,0,NA
"621",2012,"241,07",NA,NA,NA,"Blechnum orientale",5,0,NA
"622",2012,"241,07",NA,NA,NA,"Selaginella spec.",48,0,NA
"623",2012,"241,03",NA,NA,NA,"Arcypteris irregularis",28,0,NA
"624",2012,"241,03",NA,NA,NA,"Christella parasitica",19,0,NA
"625",2012,"241,03",NA,NA,NA,"Centotheca lappacea",111,0,NA
"626",2012,"241,03",NA,NA,NA,"Asystasia gangetica",36,1,NA
"627",2012,"241,03",NA,NA,NA,"Selaginella spec.",22,0,NA
"628",2012,"241,03",NA,NA,NA,"Amomum spec.",2,0,NA
"629",2012,"241,03",NA,NA,NA,"Legazpia polygonoides",44,0,NA
"630",2012,"241,03",NA,NA,NA,"Nephrolepis spec.",11,0,NA
"631",2012,"241,03",NA,NA,NA,"Panicum repens",27,0,NA
"632",2012,"241,03",NA,NA,NA,"Colocasia esculenta",4,0,NA
"633",2012,"241,03",NA,NA,NA,"Elaeis guineensis",13,0,NA
"634",2012,"241,02",NA,NA,NA,"Clidemia hirta",67,1,NA
"635",2012,"241,02",NA,NA,NA,"Axonopus compressus",4,0,NA
"636",2012,"241,02",NA,NA,NA,"Panicum repens",12,0,NA
"637",2012,"241,02",NA,NA,NA,"Lygodium circinatum",18,0,NA
"638",2012,"241,02",NA,NA,NA,"Dicranopteris linearis",2,1,NA
"639",2012,"241,02",NA,NA,NA,"Elaeis guineensis",8,0,NA
"640",2012,"241,02",NA,NA,NA,"Centotheca lappacea",7,0,NA
"641",2012,"241,02",NA,NA,NA,"Ageratum conyzoides",1,1,NA
"642",2012,"241,02",NA,NA,NA,"Selaginella spec.",14,0,NA
"643",2012,"241,02",NA,NA,NA,"Christella parasitica",6,0,NA
"644",2012,"241,02",NA,NA,NA,"Legazpia polygonoides",2,0,NA
"645",2012,"241,02",NA,NA,NA,"Asystasia gangetica",11,1,NA
"646",2012,"251,01",NA,NA,NA,"Asystasia gangetica",32,1,NA
"647",2012,"251,01",NA,NA,NA,"Macaranga triloba",2,0,NA
"648",2012,"251,01",NA,NA,NA,"Panicum repens",21,0,NA
"649",2012,"251,01",NA,NA,NA,"local name: Sing koyok macaranga",3,0,NA
"650",2012,"251,01",NA,NA,NA,"local name: Jambu-jambu",1,0,NA
"651",2012,"251,01",NA,NA,NA,"Axonopus compressus",12,0,NA
"652",2012,"251,01",NA,NA,NA,"Centotheca lappacea",7,0,NA
"653",2012,"251,01",NA,NA,NA,"Borreria latifolia",2,0,NA
"654",2012,"252,05",NA,NA,NA,"Nephrolepis spec.",26,0,NA
"655",2012,"252,05",NA,NA,NA,"Mikania micrantha",6,0,NA
"656",2012,"252,05",NA,NA,NA,"Panicum repens",67,0,NA
"657",2012,"252,05",NA,NA,NA,"Piper aduncum",1,0,NA
"658",2012,"252,05",NA,NA,NA,"Clidemia hirta",39,1,NA
"659",2012,"252,05",NA,NA,NA,"Arachis spec.",3,0,NA
"660",2012,"252,05",NA,NA,NA,"Bauhinia semibifida",5,0,NA
"661",2012,"252,05",NA,NA,NA,"Hevea brasiliensis",7,0,NA
"662",2012,"252,05",NA,NA,NA,"Chromolaena odorata",8,0,NA
"663",2012,"252,05",NA,NA,NA,"Crassocephalum crepidioides",13,0,NA
"664",2012,"252,05",NA,NA,NA,"local name: Gawal-gawal",6,0,NA
"665",2012,"252,05",NA,NA,NA,"local name: Marpui",1,0,NA
"666",2012,"252,05",NA,NA,NA,"Agrostistachys borneensis",22,0,NA
"667",2012,"252,05",NA,NA,NA,"Scleria levis",10,0,NA
"668",2012,"252,05",NA,NA,NA,"Scleria bancana",21,0,NA
"669",2012,"252,05",NA,NA,NA,"local name: Terung Manek",1,0,NA
"670",2012,"252,05",NA,NA,NA,"Centotheca lappacea",17,0,NA
"671",2012,"252,05",NA,NA,NA,"Ageratum conyzoides",4,1,NA
"672",2012,"252,05",NA,NA,NA,"Pandanus amaryllifolius",1,0,NA
"673",2012,"252,05",NA,NA,NA,"Axonopus compressus",7,0,NA
"674",2012,"252,05",NA,NA,NA,"Passiflora foetida",2,0,NA
"675",2012,"252,05",NA,NA,NA,"Lygodium circinatum",5,0,NA
"676",2012,"252,05",NA,NA,NA,"local name: Papu'du",6,0,NA
"677",2012,"252,05",NA,NA,NA,"local name: Papening",5,0,NA
"678",2012,"252,07",NA,NA,NA,"Macaranga gigantea",1,0,NA
"679",2012,"252,07",NA,NA,NA,"Melastoma malabathricum",6,0,NA
"680",2012,"252,07",NA,NA,NA,"Panicum accrescens",16,0,NA
"681",2012,"252,07",NA,NA,NA,"Nephrolepis exaltata",6,0,NA
"682",2012,"252,07",NA,NA,NA,"Clidemia hirta",11,1,NA
"683",2012,"252,07",NA,NA,NA,"Axonopus compressus",8,0,NA
"684",2012,"252,07",NA,NA,NA,"Scleria bancana",11,0,NA
"685",2012,"252,07",NA,NA,NA,"Amomum lappaceum",4,0,NA
"686",2012,"252,07",NA,NA,NA,"Centotheca lappacea",14,0,NA
"687",2012,"252,03",NA,NA,NA,"Nephrolepis exaltata",28,0,NA
"688",2012,"252,03",NA,NA,NA,"local name: Jambu-jambu",11,0,NA
"689",2012,"252,03",NA,NA,NA,"Hevea brasiliensis",7,0,NA
"690",2012,"252,03",NA,NA,NA,"Asplenium nidus",2,0,NA
"691",2012,"252,03",NA,NA,NA,"Passiflora foetida",1,0,NA
"692",2012,"252,03",NA,NA,NA,"Aidia densiflora",1,0,NA
"693",2012,"252,03",NA,NA,NA,"Centotheca lappacea",9,0,NA
"694",2012,"252,10",NA,NA,NA,"local name: Gawal-gawal",2,0,NA
"695",2012,"252,10",NA,NA,NA,"Clidemia hirta",32,1,NA
"696",2012,"252,10",NA,NA,NA,"Scleria bancana",29,0,NA
"697",2012,"252,10",NA,NA,NA,"Apocynaceae spec.",4,0,NA
"698",2012,"252,10",NA,NA,NA,"Gordonia excelsa",15,0,NA
"699",2012,"252,10",NA,NA,NA,"Centotheca lappacea",36,0,NA
"700",2012,"252,10",NA,NA,NA,"local name: Beringin",2,0,NA
"701",2012,"252,10",NA,NA,NA,"Macaranga gigantea",3,0,NA
"702",2012,"252,10",NA,NA,NA,"Axonopus compressus",16,0,NA
"703",2012,"252,10",NA,NA,NA,"Hevea brasiliensis",4,0,NA
"704",2012,"252,10",NA,NA,NA,"Symplocos cochinchinensis",1,0,NA
"705",2012,"252,10",NA,NA,NA,"Mikania micrantha",2,0,NA
"706",2012,"252,10",NA,NA,NA,"Lygodium salicifolium",2,0,NA
"707",2012,"252,10",NA,NA,NA,"Lygodium circinatum",4,0,NA
"708",2012,"252,09",NA,NA,NA,"Hevea brasiliensis",9,0,NA
"709",2012,"252,09",NA,NA,NA,"Mikania micrantha",4,0,NA
"710",2012,"252,09",NA,NA,NA,"Chromolaena odorata",13,0,NA
"711",2012,"252,09",NA,NA,NA,"Agrostistachys borneensis",17,0,NA
"712",2012,"252,09",NA,NA,NA,"Clidemia hirta",37,1,NA
"713",2012,"252,09",NA,NA,NA,"Nephrolepis spec.",16,0,NA
"714",2012,"252,09",NA,NA,NA,"Panicum repens",59,0,NA
"715",2012,"252,09",NA,NA,NA,"Centotheca lappacea",34,0,NA
"716",2012,"252,09",NA,NA,NA,"Breynia oblongifolia",11,0,NA
"717",2012,"252,09",NA,NA,NA,"Cyrtococcum accrescens",29,0,NA
"718",2012,"252,09",NA,NA,NA,"Macaranga gigantea",2,0,NA
"719",2012,"252,09",NA,NA,NA,"Euria nitida",5,0,NA
"720",2012,"252,09",NA,NA,NA,"Lygodium salicifolium",3,0,NA
"721",2012,"252,09",NA,NA,NA,"local name: Waru",2,0,NA
"722",2012,"252,09",NA,NA,NA,"Galearia filiformis",4,0,NA
"723",2012,"252,09",NA,NA,NA,"local name: Jengkol",8,0,NA
"724",2012,"252,09",NA,NA,NA,"Vitex pubescens",13,0,NA
"725",2012,"252,09",NA,NA,NA,"Imperata cylindrica",2,0,NA
"726",2012,"252,09",NA,NA,NA,"local name: Balsam",1,0,NA
"727",2012,"222,08",NA,NA,NA,"Axonopus compressus",64,0,NA
"728",2012,"222,08",NA,NA,NA,"Clidemia hirta",70,1,NA
"729",2012,"222,08",NA,NA,NA,"Imperata cylindrica",34,0,NA
"730",2012,"222,08",NA,NA,NA,"Asystasia gangetica",52,1,NA
"731",2012,"222,08",NA,NA,NA,"Lygodium salicifolium",23,0,NA
"732",2012,"222,08",NA,NA,NA,"Scleria bancana",14,0,NA
"733",2012,"222,08",NA,NA,NA,"Dicranopteris linearis",25,1,NA
"734",2012,"222,08",NA,NA,NA,"Centotheca lappacea",69,0,NA
"735",2012,"222,08",NA,NA,NA,"Melastoma malabathricum",53,0,NA
"736",2012,"222,08",NA,NA,NA,"Lygodium circinatum",50,0,NA
"737",2012,"222,08",NA,NA,NA,"Spermaococe latifolia",13,0,NA
