wave;hid;HHCode;pid;MatchingIssue;DataMissing;SpeciesName;Abundance;Invasive
2015;547;431,02;NA;NA;NA;Unident_379;1;0
2015;547;431,02;NA;NA;NA;Unident_380;1;0
2015;547;431,02;NA;NA;NA;Unident_381;1;0
2015;547;431,02;NA;NA;NA;Unident_382;1;0
2015;547;431,02;NA;NA;NA;Unident_383;1;0
2015;547;431,02;NA;NA;NA;Unident_384;3;0
2015;547;431,02;NA;NA;NA;Unident_385;1;0
2015;599;442,03;NA;NA;NA;Melastoma malabathricum;1;0
2015;599;442,03;NA;NA;NA;Panicum repens;10;0
2015;599;442,03;NA;NA;NA;MS: Puruk;16;0
2015;599;442,03;NA;NA;NA;NephrolepisÂ biserrata;1;0
2015;599;442,03;NA;NA;NA;LN: Memyan;12;0
2015;599;442,03;NA;NA;NA;Dicranopteris linearis;20;1
2015;599;442,03;NA;NA;NA;Clidemia hirta;1;1
2015;599;442,03;NA;NA;NA;Taenitis blechnoides;1;0
2015;599;442,03;NA;NA;NA;Melastoma affine;1;0
2015;599;442,03;NA;NA;NA;LN: Kaca Kacang;1;0
2015;599;442,03;NA;NA;NA;Scleria sumatrensis;2;0
2015;599;442,03;NA;NA;NA;Unident_386;1;0
2015;599;442,03;NA;NA;NA;Unident_387;1;0
2015;590;441,14;NA;NA;NA;Dicranopteris linearis;59;1
2015;590;441,14;NA;NA;NA;Hevea brasiliensis;12;0
2015;590;441,14;NA;NA;NA;Clidemia hirta;6;1
2015;590;441,14;NA;NA;NA;Melastoma malabathricum;1;0
2015;590;441,14;NA;NA;NA;Unident_388;18;0
2015;590;441,14;NA;NA;NA;Unident_389;1;0
2015;590;441,14;NA;NA;NA;Unident_390;1;0
2015;590;441,14;NA;NA;NA;Unident_391;2;0
2015;590;441,14;NA;NA;NA;Alstonia scholaris;2;0
2015;590;441,14;NA;NA;NA;Unident_392;1;0
2015;584;441,08;NA;NA;NA;Clidemia hirta;85;1
2015;584;441,08;NA;NA;NA;Hevea brasiliensis;14;0
2015;584;441,08;NA;NA;NA;Unident_393;1;0
2015;584;441,08;NA;NA;NA;Unident_394;1;0
2015;584;441,08;NA;NA;NA;Unident_395;8;0
2015;584;441,08;NA;NA;NA;MS: Rumput Coklat;5;0
2015;584;441,08;NA;NA;NA;Unident_396;2;0
2015;584;441,08;NA;NA;NA;Lindsaea ensifolia;11;0
2015;584;441,08;NA;NA;NA;Unident_397;1;0
2015;584;441,08;NA;NA;NA;Panicum repens;2;0
2015;584;441,08;NA;NA;NA;Unident_398;11;0
2015;584;441,08;NA;NA;NA;Unident_399;11;0
2015;584;441,08;NA;NA;NA;Unident_400;3;0
2015;584;441,08;NA;NA;NA;Unident_401;1;0
2015;584;441,08;NA;NA;NA;Unident_402;4;0
2015;584;441,08;NA;NA;NA;Unident_403;9;0
2015;584;441,08;NA;NA;NA;Unident_404;1;0
2015;584;441,08;NA;NA;NA;Unident_405;1;0
2015;584;441,08;NA;NA;NA;Bauhinia semibifida;2;0
2015;584;441,08;NA;NA;NA;Unident_406;1;0
2015;584;441,08;NA;NA;NA;Unident_407;1;0
2015;584;441,08;NA;NA;NA;Melastoma malabathricum;6;0
2015;584;441,08;NA;NA;NA;Lygodium circinatum;2;0
2015;584;441,08;NA;NA;NA;Unident_408;1;0
2015;584;441,08;NA;NA;NA;Unident_409;1;0
2015;584;441,08;NA;NA;NA;Unident_410;3;0
2015;584;441,08;NA;NA;NA;Unident_411;1;0
2015;600;442,04;NA;NA;NA;Scleria ciliaris;12;0
2015;600;442,04;NA;NA;NA;Melastoma malabathricum;3;0
2015;600;442,04;NA;NA;NA;Clidemia hirta;1;1
2015;600;442,04;NA;NA;NA;Lindsaea ensifolia;5;0
2015;600;442,04;NA;NA;NA;Stenochlaena palustris;6;0
2015;600;442,04;NA;NA;NA;Hevea brasiliensis;15;0
2015;600;442,04;NA;NA;NA;Alstonia scholaris;2;0
2015;600;442,04;NA;NA;NA;Panicum repens;4;0
2015;600;442,04;NA;NA;NA;Dicranopteris linearis;1;1
2015;600;442,04;NA;NA;NA;Unident_412;1;0
2015;600;442,04;NA;NA;NA;Unident_413;1;0
2015;600;442,04;NA;NA;NA;Unident_414;2;0
2015;600;442,04;NA;NA;NA;Unident_415;11;0
2015;600;442,04;NA;NA;NA;Unident_416;1;0
2015;600;442,04;NA;NA;NA;Unident_417;8;0
2015;600;442,04;NA;NA;NA;Unident_418;4;0
2015;600;442,04;NA;NA;NA;Unident_419;19;0
2015;600;442,04;NA;NA;NA;Oxalis barrelieri;2;0
2015;635;521,05;NA;NA;NA;Clidemia hirta;519;1
2015;635;521,05;NA;NA;NA;Unident_420;3;0
2015;635;521,05;NA;NA;NA;Hevea brasiliensis;33;0
2015;635;521,05;NA;NA;NA;Melastoma affine;11;0
2015;635;521,05;NA;NA;NA;Ottochlosa nodosa;87;0
2015;635;521,05;NA;NA;NA;Paspalum conjugatum;18;0
2015;635;521,05;NA;NA;NA;Unident_207;2;0
2015;635;521,05;NA;NA;NA;Unident_421;1;0
2015;635;521,05;NA;NA;NA;LN: Batang Kabau;6;0
2015;635;521,05;NA;NA;NA;Unident_421;31;0
2015;635;521,05;NA;NA;NA;Unident_422;2;0
2015;635;521,05;NA;NA;NA;Unident_423;17;0
2015;635;521,05;NA;NA;NA;Unident_424;4;0
2015;635;521,05;NA;NA;NA;Unident_425;3;0
2015;635;521,05;NA;NA;NA;Unident_426;17;0
2015;635;521,05;NA;NA;NA;Unident_427;1;0
2015;635;521,05;NA;NA;NA;MS: Daun perak;8;0
2015;635;521,05;NA;NA;NA;Unident_428;2;0
2015;635;521,05;NA;NA;NA;Unident_429;1;0
2015;635;521,05;NA;NA;NA;Unident_430;1;0
2015;635;521,05;NA;NA;NA;Taenitis blechnoides;9;0
2015;635;521,05;NA;NA;NA;Macaranga gigantea;5;0
2015;635;521,05;NA;NA;NA;Unident_431;2;0
2015;635;521,05;NA;NA;NA;MS: Rumput Coklat;1;0
2015;635;521,05;NA;NA;NA;Unident_432;1;0
2015;635;521,05;NA;NA;NA;Unident_194;1;0
2015;635;521,05;NA;NA;NA;Unident_433;1;0
2015;635;521,05;NA;NA;NA;Unident_434;1;0
2015;635;521,05;NA;NA;NA;Unident_435;1;0
2015;635;521,05;NA;NA;NA;Unident_436;11;0
2015;635;521,05;NA;NA;NA;Unident_437;1;0
2015;635;521,05;NA;NA;NA;Unident_438;1;0
2015;635;521,05;NA;NA;NA;Unident_439;1;0
2015;635;521,05;NA;NA;NA;Mikania micrantha;1;0
2015;635;521,05;NA;NA;NA;Unident_440;5;0
2015;635;521,05;NA;NA;NA;LN: Batang mupur;1;0
2015;635;521,05;NA;NA;NA;Unident_441;1;0
2015;635;521,05;NA;NA;NA;Unident_77;1;0
2015;635;521,05;NA;NA;NA;Bauhinia semibifida;1;0
2015;548;431,03;NA;NA;NA;Scleria sumatrensis;86;0
2015;548;431,03;NA;NA;NA;Melastoma malabathricum;47;0
2015;548;431,03;NA;NA;NA;Clidemia hirta;84;1
2015;548;431,03;NA;NA;NA;Alstonia scholaris;4;0
2015;548;431,03;NA;NA;NA;Unident_442;17;0
2015;548;431,03;NA;NA;NA;MS: Puruk;16;0
2015;548;431,03;NA;NA;NA;Lygodium circinatum;1;0
2015;548;431,03;NA;NA;NA;LN: Amplas kijung;20;0
2015;548;431,03;NA;NA;NA;Unident_275;10;0
2015;548;431,03;NA;NA;NA;Unident_322;6;0
2015;548;431,03;NA;NA;NA;LN: Kemiri hutan;8;0
2015;548;431,03;NA;NA;NA;Stachytarpheta indica;1;0
2015;548;431,03;NA;NA;NA;Unident_267;1;0
2015;548;431,03;NA;NA;NA;Macaranga bancana;5;0
2015;548;431,03;NA;NA;NA;Hevea brasiliensis;8;0
2015;548;431,03;NA;NA;NA;Phylanthus urinaria;2;0
2015;548;431,03;NA;NA;NA;Unident_421;8;0
2015;548;431,03;NA;NA;NA;MS: Rumput Coklat;6;0
2015;548;431,03;NA;NA;NA;Archidendron pauriflorum;1;0
2015;548;431,03;NA;NA;NA;Panicum repens;5;0
2015;548;431,03;NA;NA;NA;Lantana camara;2;0
2015;548;431,03;NA;NA;NA;Unident_444;1;0
2015;548;431,03;NA;NA;NA;Unident_445;3;0
2015;554;431,09;NA;NA;NA;Panicum repens;77;0
2015;554;431,09;NA;NA;NA;Unident_446;16;0
2015;554;431,09;NA;NA;NA;Hevea brasiliensis;13;0
2015;554;431,09;NA;NA;NA;Unident_447;5;0
2015;554;431,09;NA;NA;NA;Unident_448;3;0
2015;554;431,09;NA;NA;NA;Unident_449;8;0
2015;554;431,09;NA;NA;NA;Unident_450;2;0
2015;554;431,09;NA;NA;NA;Unident_451;1;0
2015;554;431,09;NA;NA;NA;Unident_452;2;0
2015;554;431,09;NA;NA;NA;Unident_453;2;0
2015;554;431,09;NA;NA;NA;Asplenium nidus;2;0
2015;554;431,09;NA;NA;NA;Unident_454;10;0
2015;554;431,09;NA;NA;NA;Lygodium circinatum;1;0
2015;554;431,09;NA;NA;NA;Unident_456;1;0
2015;554;431,09;NA;NA;NA;Lindsaea ensifolia;6;0
2015;578;441,02;NA;NA;NA;Ottochlosa nodosa;253;0
2015;578;441,02;NA;NA;NA;Clidemia hirta;50;1
2015;578;441,02;NA;NA;NA;Selaginella intermedia;111;0
2015;578;441,02;NA;NA;NA;Paspalum conjugatum;10;0
2015;578;441,02;NA;NA;NA;Unident_457;1;0
2015;578;441,02;NA;NA;NA;Unident_458;2;0
2015;578;441,02;NA;NA;NA;Chromolaena odorata;1;0
2015;578;441,02;NA;NA;NA;Scleria ciliaris;4;0
2015;578;441,02;NA;NA;NA;Hevea brasiliensis;13;0
2015;578;441,02;NA;NA;NA;Lygodium salicifolium;1;0
2015;578;441,02;NA;NA;NA;Phylanthus urinaria;15;0
2015;578;441,02;NA;NA;NA;Unident_459;1;0
2015;578;441,02;NA;NA;NA;Unident_298;1;0
2015;578;441,02;NA;NA;NA;Stachytarpheta indica;4;0
2015;578;441,02;NA;NA;NA;Unident_460;4;0
2015;578;441,02;NA;NA;NA;Unident_461;1;0
2015;578;441,02;NA;NA;NA;Unident_462;1;0
2015;578;441,02;NA;NA;NA;MS: Puruk;7;0
2015;578;441,02;NA;NA;NA;Borreria latifolia;11;0
2015;578;441,02;NA;NA;NA;Scleria sumatrensis;1;0
2015;578;441,02;NA;NA;NA;Unident_463;3;0
2015;578;441,02;NA;NA;NA;Unident_441;2;0
2015;578;441,02;NA;NA;NA;Unident_345;1;0
2015;578;441,02;NA;NA;NA;Ludwigia octovalvis;4;0
2015;578;441,02;NA;NA;NA;Melastoma malabathricum;3;0
2015;578;441,02;NA;NA;NA;Stachytarpheta indica;1;0
2015;578;441,02;NA;NA;NA;Unident_464;3;0
2015;578;441,02;NA;NA;NA;Unident_465;1;0
2015;578;441,02;NA;NA;NA;Unident_466;1;0
2015;578;441,02;NA;NA;NA;Unident_398;1;0
2015;578;441,02;NA;NA;NA;Lindsaea ensifolia;1;0
2015;578;441,02;NA;NA;NA;Unident_467;203;0
2015;279;223,14;NA;NA;NA;Clidemia hirta;194;1
2015;279;223,14;NA;NA;NA;Hevea brasiliensis;7;0
2015;279;223,14;NA;NA;NA;Unident_468;2;0
2015;279;223,14;NA;NA;NA;MS: Rotan;4;0
2015;279;223,14;NA;NA;NA;Unident_469;1;0
2015;279;223,14;NA;NA;NA;mimosa ;1;0
2015;279;223,14;NA;NA;NA;Unident_470;1;0
2015;279;223,14;NA;NA;NA;Unident_471;1;0
2015;279;223,14;NA;NA;NA;Stenochlaena palustris;4;0
2015;279;223,14;NA;NA;NA;Unident_472;3;0
2015;279;223,14;NA;NA;NA;Unident_473;1;0
2015;279;223,14;NA;NA;NA;Unident_474;2;0
2015;279;223,14;NA;NA;NA;MS: Rumput Coklat;10;0
2015;279;223,14;NA;NA;NA;Panicum repens;13;0
2015;279;223,14;NA;NA;NA;Scleria sumatrensis;3;0
2015;279;223,14;NA;NA;NA;Unident_475;1;0
2015;279;223,14;NA;NA;NA;Unident_476;3;0
2015;279;223,14;NA;NA;NA;Unident_477;5;0
2015;279;223,14;NA;NA;NA;Unident_478;2;0
2015;279;223,14;NA;NA;NA;Unident_479;2;0
2015;279;223,14;NA;NA;NA;Unident_480;1;0
2015;279;223,14;NA;NA;NA;Unident_481;3;0
2015;279;223,14;NA;NA;NA;Unident_482;1;0
2015;279;223,14;NA;NA;NA;Unident_483;1;0
2015;279;223,14;NA;NA;NA;Unident_484;15;0
2015;279;223,14;NA;NA;NA;Unident_485;3;0
2015;279;223,14;NA;NA;NA;Unident_486;2;0
2015;279;223,14;NA;NA;NA;Unident_487;1;0
2015;277;223,12;NA;NA;NA;LN: Kayu medang;5;0
2015;277;223,12;NA;NA;NA;Clidemia hirta;150;1
2015;277;223,12;NA;NA;NA;Scleria ciliaris;27;0
2015;277;223,12;NA;NA;NA;Panicum repens;163;0
2015;277;223,12;NA;NA;NA;Scleria sumatrensis;45;0
2015;277;223,12;NA;NA;NA;Paspalum conjugatum;8;0
2015;277;223,12;NA;NA;NA;Melastoma malabathricum;5;0
2015;277;223,12;NA;NA;NA;LN: Anak laras;4;0
2015;277;223,12;NA;NA;NA;Hevea brasiliensis;5;0
2015;277;223,12;NA;NA;NA;MS: Rumput Coklat;9;0
2015;277;223,12;NA;NA;NA;Unident_488;2;0
2015;277;223,12;NA;NA;NA;Unident_489;10;0
2015;277;223,12;NA;NA;NA;Unident_490;2;0
2015;277;223,12;NA;NA;NA;Unident_491;13;0
2015;277;223,12;NA;NA;NA;Unident_492;8;0
2015;277;223,12;NA;NA;NA;Unident_493;8;0
2015;277;223,12;NA;NA;NA;Unident_193;183;0
2015;277;223,12;NA;NA;NA;Unident_494;27;0
2015;277;223,12;NA;NA;NA;Unident_495;1;0
2015;277;223,12;NA;NA;NA;Unident_496;2;0
2015;277;223,12;NA;NA;NA;Unident_497;2;0
2015;277;223,12;NA;NA;NA;Unident_498;2;0
2015;277;223,12;NA;NA;NA;Unident_499;1;0
2015;277;223,12;NA;NA;NA;Unident_500;1;0
2015;277;223,12;NA;NA;NA;Unident_501;1;0
2015;277;223,12;NA;NA;NA;Phylanthus urinaria;2;0
2015;277;223,12;NA;NA;NA;Unident_502;1;0
2015;277;223,12;NA;NA;NA;LN: Kemiri hutan;1;0
2015;277;223,12;NA;NA;NA;Unident_503;1;0
2015;277;223,12;NA;NA;NA;Lindsaea ensifolia;3;0
2015;277;223,12;NA;NA;NA;Unident_472;1;0
2015;273;223,08;NA;NA;NA;Scleria ciliaris;83;0
2015;273;223,08;NA;NA;NA;Clidemia hirta;190;1
2015;273;223,08;NA;NA;NA;Melastoma malabathricum;8;0
2015;273;223,08;NA;NA;NA;Dicranopteris linearis;2;1
2015;273;223,08;NA;NA;NA;Lygodium salicifolium;5;0
2015;273;223,08;NA;NA;NA;Unicent_504;23;0
2015;273;223,08;NA;NA;NA;Unicent_505;3;0
2015;273;223,08;NA;NA;NA;Unicent_506;80;0
2015;273;223,08;NA;NA;NA;Unicent_507;2;0
2015;273;223,08;NA;NA;NA;MS: Rumput Coklat;43;0
2015;273;223,08;NA;NA;NA;Macaranga gigantea;4;0
2015;273;223,08;NA;NA;NA;Oxalis barrelieri;1;0
2015;273;223,08;NA;NA;NA;Unident_508;1;0
2015;273;223,08;NA;NA;NA;LN: Pulai sp. 1;13;0
2015;273;223,08;NA;NA;NA;Unident_510;11;0
2015;273;223,08;NA;NA;NA;Unident_511;1;0
2015;273;223,08;NA;NA;NA;Unident_512;1;0
2015;273;223,08;NA;NA;NA;Unident_513;1;0
2015;273;223,08;NA;NA;NA;Lindsaea ensifolia;6;0
2015;269;223,04;NA;NA;NA;Clidemia hirta;104;1
2015;269;223,04;NA;NA;NA;Stenochlaena palustris;37;0
2015;269;223,04;NA;NA;NA;Scleria sumatrensis;11;0
2015;269;223,04;NA;NA;NA;NepheliumÂ lappaceumÂ L.;4;0
2015;269;223,04;NA;NA;NA;LN: Kemiri hutan;2;0
2015;269;223,04;NA;NA;NA;Paspalum conjugatum;12;0
2015;269;223,04;NA;NA;NA;NephrolepisÂ biserrata;18;0
2015;269;223,04;NA;NA;NA;LN: Pohon kembang;2;0
2015;269;223,04;NA;NA;NA;Scleria ciliaris;12;0
2015;269;223,04;NA;NA;NA;Phylanthus urinaria;1;0
2015;269;223,04;NA;NA;NA;MS: Daun mahang;1;0
2015;269;223,04;NA;NA;NA;Hevea brasiliensis;3;0
2015;269;223,04;NA;NA;NA;Panicum repens;8;0
2015;269;223,04;NA;NA;NA;MS: Rumput Coklat;2;0
2015;269;223,04;NA;NA;NA;Unident_514;1;0
2015;269;223,04;NA;NA;NA;LN: Pohon berumbun;1;0
2015;269;223,04;NA;NA;NA;LN: Pohon cepekal;1;0
2015;269;223,04;NA;NA;NA;Unident_515;1;0
2015;266;223,01;NA;NA;NA;Clidemia hirta;316;1
2015;266;223,01;NA;NA;NA;Dicranopteris linearis;8;1
2015;266;223,01;NA;NA;NA;Lindsaea nitida;6;0
2015;266;223,01;NA;NA;NA;Melastoma malabathricum;233;0
2015;266;223,01;NA;NA;NA;Croton hirtus;8;0
2015;266;223,01;NA;NA;NA;Asystasia gangetica;4;1
2015;266;223,01;NA;NA;NA;Scleria ciliaris;12;0
2015;266;223,01;NA;NA;NA;Unident_516;35;0
2015;266;223,01;NA;NA;NA;Unident_517;1;0
2015;266;223,01;NA;NA;NA;Unident_518;1;0
2015;266;223,01;NA;NA;NA;Unident_519;14;0
2015;266;223,01;NA;NA;NA;Unident_520;4;0
2015;266;223,01;NA;NA;NA;Paspalum setaceum;33;0
2015;266;223,01;NA;NA;NA;Unident_521;1;0
2015;358;242,1;NA;NA;NA;Scleria sumatrensis;6;0
2015;358;242,1;NA;NA;NA;Elaeis guineensis;8;0
2015;358;242,1;NA;NA;NA;Clidemia hirta;83;1
2015;358;242,1;NA;NA;NA;Axonopus compressus;106;0
2015;358;242,1;NA;NA;NA;Paspalum conjugatum;35;0
2015;358;242,1;NA;NA;NA;Panicum repens;119;0
2015;358;242,1;NA;NA;NA;Melastoma malabathricum;2;0
2015;358;242,1;NA;NA;NA;Lygodium microphyllum;1;0
2015;358;242,1;NA;NA;NA;Unident_ 522;1;0
2015;358;242,1;NA;NA;NA;Unident_ 523;1;0
2015;358;242,1;NA;NA;NA;Taenitis blechnoides;1;0
2015;358;242,1;NA;NA;NA;Unident_524;1;0
2015;358;242,1;NA;NA;NA;Lindsaea ensifolia;19;0
2015;358;242,1;NA;NA;NA;Lygodium circinatum;1;0
2015;358;242,1;NA;NA;NA;Unident_525;101;0
2015;358;242,1;NA;NA;NA;Unident_526;1;0
2015;358;242,1;NA;NA;NA;Unident_527;17;0
2015;358;242,1;NA;NA;NA;Unident_528;1;0
2015;355;242,07;NA;NA;NA;Melastoma malabathricum;86;0
2015;355;242,07;NA;NA;NA;Elaeis guineensis;4;0
2015;355;242,07;NA;NA;NA;NephrolepisÂ biserrata;27;0
2015;355;242,07;NA;NA;NA;Asystasia gangetica;79;1
2015;355;242,07;NA;NA;NA;Clidemia hirta;541;1
2015;355;242,07;NA;NA;NA;Scleria sumatrensis;1;0
2015;355;242,07;NA;NA;NA;MS: Rumput Coklat;44;0
2015;355;242,07;NA;NA;NA;Panicum repens;38;0
2015;355;242,07;NA;NA;NA;Vittaria ensiformis;16;0
2015;355;242,07;NA;NA;NA;Davallia denticulata;24;0
2015;355;242,07;NA;NA;NA;Unident_529;27;0
2015;355;242,07;NA;NA;NA;Unident_530;1;0
2015;355;242,07;NA;NA;NA;Imperata cylindrica;81;0
2015;355;242,07;NA;NA;NA;Unident_531;1;0
2015;354;242,06;NA;NA;NA;Asystasia gangetica;85;1
2015;354;242,06;NA;NA;NA;MS: Paku bintang;1;0
2015;354;242,06;NA;NA;NA;Melastoma malabathricum;8;0
2015;354;242,06;NA;NA;NA;Clidemia hirta;246;1
2015;354;242,06;NA;NA;NA;Dicranopteris linearis;53;1
2015;354;242,06;NA;NA;NA;Lindsaea ensifolia;52;0
2015;354;242,06;NA;NA;NA;MS: Rumput Coklat;15;0
2015;354;242,06;NA;NA;NA;MS: Mirip cabe;3;0
2015;354;242,06;NA;NA;NA;Panicum repens;3;0
2015;354;242,06;NA;NA;NA;MS: Paku sp.;1;0
2015;354;242,06;NA;NA;NA;Scleria ciliaris;3;0
2015;354;242,06;NA;NA;NA;Elaeis guineensis;7;0
2015;354;242,06;NA;NA;NA;Imperata cylindrica;7;0
2015;354;242,06;NA;NA;NA;Unident_532;1;0
2015;354;242,06;NA;NA;NA;Unident_533;9;0
2015;354;242,06;NA;NA;NA;Unident_534;1;0
2015;354;242,06;NA;NA;NA;Mimosa sp.;1;0
2015;354;242,06;NA;NA;NA;Unident_535;5;0
2015;354;242,06;NA;NA;NA;Ottochlosa nodosa;2;0
2015;354;242,06;NA;NA;NA;Unident_536;3;0
2015;354;242,06;NA;NA;NA;Unident_537;1;0
2015;354;242,06;NA;NA;NA;MS: Teki;106;0
2015;354;242,06;NA;NA;NA;Unident_538;2;0
2015;349;242,01;NA;NA;NA;Asystasia gangetica;264;1
2015;349;242,01;NA;NA;NA;MS: Paku sp.;73;0
2015;349;242,01;NA;NA;NA;Clidemia hirta;58;1
2015;349;242,01;NA;NA;NA;Elaeis guineensis;1;0
2015;349;242,01;NA;NA;NA;Melastoma malabathricum;7;0
2015;349;242,01;NA;NA;NA;MS: Rumput Coklat;70;0
2015;349;242,01;NA;NA;NA;MS: Teki/ Gajah;69;0
2015;349;242,01;NA;NA;NA;Scleria ciliaris;2;0
2015;349;242,01;NA;NA;NA;Unident_539;1;0
2015;349;242,01;NA;NA;NA;MS: Paku bintang;1;0
2015;349;242,01;NA;NA;NA;Lindsaea ensifolia;10;0
2015;349;242,01;NA;NA;NA;Unident_540;1;0
2015;349;242,01;NA;NA;NA;Lindsaea nitida;1;0
2015;349;242,01;NA;NA;NA;Unident_538;2;0
2015;349;242,01;NA;NA;NA;Ottochlosa nodosa;1;0
2015;325;241,01;NA;NA;NA;Clidemia hirta;449;1
2015;325;241,01;NA;NA;NA;Melastoma malabathricum;6;0
2015;325;241,01;NA;NA;NA;Dicranopteris linearis;15;1
2015;325;241,01;NA;NA;NA;Lindsaea ensifolia;NA;0
2015;325;241,01;NA;NA;NA;Phylanthus urinaria;8;0
2015;325;241,01;NA;NA;NA;Scleria sumatrensis;2;0
2015;325;241,01;NA;NA;NA;Elaeis guineensis;1;0
2015;325;241,01;NA;NA;NA;Macaranga bancana;1;0
2015;325;241,01;NA;NA;NA;Unident_529;2;0
2015;325;241,01;NA;NA;NA;Stenochlaena palustris;1;0
2015;325;241,01;NA;NA;NA;Panicum repens;1;0
2015;325;241,01;NA;NA;NA;Lindsaea nitida;2;0
2015;325;241,01;NA;NA;NA;MS: Daun gatal;12;0
2015;325;241,01;NA;NA;NA;Imperata cylindrica;1;0
2015;325;241,01;NA;NA;NA;Unident_541;6;0
2015;325;241,01;NA;NA;NA;Asystasia gangetica;1;1
2015;325;241,01;NA;NA;NA;Taenitis blechnoides;72;0
2015;325;241,01;NA;NA;NA;Unident_542;1;0
2015;325;241,01;NA;NA;NA;LN: Kemiri hutan;3;0
2015;325;241,01;NA;NA;NA;Ottochlosa nodosa;8;0
2015;326;241,02;NA;NA;NA;Clidemia hirta;406;1
2015;326;241,02;NA;NA;NA;Melastoma malabathricum;21;0
2015;326;241,02;NA;NA;NA;MS: Mirip Karet;2;0
2015;326;241,02;NA;NA;NA;Macaranga bancana;4;0
2015;326;241,02;NA;NA;NA;Macaranga gigantea;1;0
2015;326;241,02;NA;NA;NA;LN: Amplas kijung;1;0
2015;326;241,02;NA;NA;NA;Taenitis blechnoides;6;0
2015;326;241,02;NA;NA;NA;Elaeis guineensis;2;0
2015;326;241,02;NA;NA;NA;MS: Teki;40;0
2015;326;241,02;NA;NA;NA;Scleria ciliaris;8;0
2015;326;241,02;NA;NA;NA;Imperata cylindrica;2;0
2015;326;241,02;NA;NA;NA;Blechnum orientale;3;0
2015;326;241,02;NA;NA;NA;Dicranopteris linearis;4;1
2015;326;241,02;NA;NA;NA;Lindsaea ensifolia;160;0
2015;326;241,02;NA;NA;NA;MS: Rumput Coklat;56;0
2015;326;241,02;NA;NA;NA;LN: Batang merah;2;0
2015;326;241,02;NA;NA;NA;Unident_ 543;2;0
2015;326;241,02;NA;NA;NA;Unident_ 544;1;0
2015;326;241,02;NA;NA;NA;Unident_ 545;5;0
2015;326;241,02;NA;NA;NA;Unident_ 546;2;0
2015;326;241,02;NA;NA;NA;Unident_ 547;7;0
2015;326;241,02;NA;NA;NA;Unident_ 548;3;0
2015;326;241,02;NA;NA;NA;Unident_ 549;1;0
2015;326;241,02;NA;NA;NA;Unident_ 550;1;0
2015;326;241,02;NA;NA;NA;Unident_ 551;1;0
2015;326;241,02;NA;NA;NA;Unident_ 552;1;0
2015;326;241,02;NA;NA;NA;Unident_ 553;1;0
2015;329;241,05;NA;NA;NA;Elaeis guineensis;26;0
2015;329;241,05;NA;NA;NA;Paspalum conjugatum;26;0
2015;329;241,05;NA;NA;NA;MS: Rumput Coklat;151;0
2015;329;241,05;NA;NA;NA;Panicum repens;12;0
2015;329;241,05;NA;NA;NA;Clidemia hirta;2;1
2015;329;241,05;NA;NA;NA;Cyperus rotundus;17;0
2015;329;241,05;NA;NA;NA;Unident_554;26;0
2015;329;241,05;NA;NA;NA;Selaginella intermedia;5;0
2015;329;241,05;NA;NA;NA;Unident_555;17;0
2015;329;241,05;NA;NA;NA;Adiantum latifolium;9;0
2015;329;241,05;NA;NA;NA;Lygodium circinatum;1;0
2015;329;241,05;NA;NA;NA;Unident_556;2;0
2015;329;241,05;NA;NA;NA;Unident_557;2;0
2015;329;241,05;NA;NA;NA;Melastoma malabathricum;1;0
2015;329;241,05;NA;NA;NA;Unident_558;2;0
2015;329;241,05;NA;NA;NA;Unident_559;34;0
2015;329;241,05;NA;NA;NA;Mimosa ;2;0
2015;329;241,05;NA;NA;NA;Unident_560;3;0
2015;329;241,05;NA;NA;NA;Macaranga gigantea;1;0
2015;329;241,05;NA;NA;NA;Stenochlaena palustris;5;0
2015;329;241,05;NA;NA;NA;Unident_561;1;0
2015;329;241,05;NA;NA;NA;Scleria sumatrensis;3;0
2015;333;241,04;NA;NA;NA;Imperata cylindrica;10;0
2015;333;241,04;NA;NA;NA;Scleria ciliaris;3;0
2015;333;241,04;NA;NA;NA;Melastoma malabathricum;6;0
2015;333;241,04;NA;NA;NA;MS: Rumput Coklat;56;0
2015;333;241,04;NA;NA;NA;Alstonia scholaris;1;0
2015;333;241,04;NA;NA;NA;MS: Paku sp. 1;2;0
2015;333;241,04;NA;NA;NA;Clidemia hirta;206;1
2015;333;241,04;NA;NA;NA;Elaeis guineensis;6;0
2015;333;241,04;NA;NA;NA;Macaranga gigantea;2;0
2015;333;241,04;NA;NA;NA;LN: Paku sepasang;29;0
2015;333;241,04;NA;NA;NA;Unident_562;1;0
2015;333;241,04;NA;NA;NA;Unident_563;32;0
2015;333;241,04;NA;NA;NA;Unident_564;2;0
2015;333;241,04;NA;NA;NA;Asystasia gangetica;8;1
2015;333;241,04;NA;NA;NA;MS: Cabe sp.;3;0
2015;333;241,04;NA;NA;NA;LN: Batang merah;1;0
2015;333;241,04;NA;NA;NA;Lygodium salicifolium;6;0
2015;333;241,04;NA;NA;NA;Lindsaea ensifolia;4;0
2015;333;241,04;NA;NA;NA;Unident_565;4;0
2015;333;241,04;NA;NA;NA;Unident_566;1;0
2015;334;241,1;NA;NA;NA;NephrolepisÂ biserrata;98;0
2015;334;241,1;NA;NA;NA;Paspalum conjugatum;1;0
2015;334;241,1;NA;NA;NA;Scleria ciliaris;1;0
2015;334;241,1;NA;NA;NA;Stenochlaena palustris;15;0
