"","HHCode","wave","pid","MatchingIssue","DataMissing","SpeciesName","Abundance","Invasive","regency","village","crop","hid"
"297","122,23",2012,NA,NA,NA,"Nephrolepis exaltata","1",0,NA,NA,NA,"89"
"298","122,23",2012,NA,NA,NA,"Hevea brasiliensis","4",0,NA,NA,NA,"89"
"299","122,23",2012,NA,NA,NA,"Lygodium circinatum","18",0,NA,NA,NA,"89"
"300","122,23",2012,NA,NA,NA,"Axonopus compressus","24",0,NA,NA,NA,"89"
"301","122,23",2012,NA,NA,NA,"Adiantum spec.","12",0,NA,NA,NA,"89"
"302","122,23",2012,NA,NA,NA,"Clidemia hirta","89",1,NA,NA,NA,"89"
"303","122,23",2012,NA,NA,NA,"Nephrolepis spec.","57",0,NA,NA,NA,"89"
"304","122,23",2012,NA,NA,NA,"Melastoma malabathricum","75",0,NA,NA,NA,"89"
"305","122,23",2012,NA,NA,NA,"Echinochloa colonum","31",0,NA,NA,NA,"89"
"306","132,06",2012,NA,NA,NA,"Clidemia hirta","175",1,NA,NA,NA,"116"
"307","132,06",2012,NA,NA,NA,"Pandanus spec.","1",0,NA,NA,NA,"116"
"308","132,06",2012,NA,NA,NA,"Styrax benzoin","1",0,NA,NA,NA,"116"
"309","132,06",2012,NA,NA,NA,"Hevea brasiliensis","15",0,NA,NA,NA,"116"
"310","132,06",2012,NA,NA,NA,"Macaranga gigantea","9",0,NA,NA,NA,"116"
"311","132,06",2012,NA,NA,NA,"Bauhinia semibifida","3",0,NA,NA,NA,"116"
"312","132,06",2012,NA,NA,NA,"Avicennia marina","1",0,NA,NA,NA,"116"
"313","132,06",2012,NA,NA,NA,"Scleria bancana","36",0,NA,NA,NA,"116"
"314","132,06",2012,NA,NA,NA,"Aporosa aunta","1",0,NA,NA,NA,"116"
"315","132,06",2012,NA,NA,NA,"Axonopus compressus","43",0,NA,NA,NA,"116"
"316","132,06",2012,NA,NA,NA,"Cyrtococcum mucrescens","13",0,NA,NA,NA,"116"
"317","132,06",2012,NA,NA,NA,"Rinorea lanceolata","1",0,NA,NA,NA,"116"
"318","132,06",2012,NA,NA,NA,"Agrostistachys borneensis","3",0,NA,NA,NA,"116"
"319","132,06",2012,NA,NA,NA,"local name: Jambu-jambu","1",0,NA,NA,NA,"116"
"320","132,06",2012,NA,NA,NA,"local name: Amplasan","3",0,NA,NA,NA,"116"
"321","132,07",2012,NA,NA,NA,"Eleusine indica","93",0,NA,NA,NA,"117"
"322","132,07",2012,NA,NA,NA,"Lygodium salicifolium","15",0,NA,NA,NA,"117"
"323","132,07",2012,NA,NA,NA,"Polypodium scolopendria","18",0,NA,NA,NA,"117"
"324","132,07",2012,NA,NA,NA,"Hevea brasiliensis","6",0,NA,NA,NA,"117"
"325","132,07",2012,NA,NA,NA,"Mussaenda frondosa","2",0,NA,NA,NA,"117"
"326","132,07",2012,NA,NA,NA,"Galearia fulva","2",0,NA,NA,NA,"117"
"327","132,07",2012,NA,NA,NA,"Melastoma affine","1",0,NA,NA,NA,"117"
"328","132,07",2012,NA,NA,NA,"Prockris spec.","1",0,NA,NA,NA,"117"
"329","132,07",2012,NA,NA,NA,"Clidemia hirta","3",1,NA,NA,NA,"117"
"330","132,07",2012,NA,NA,NA,"Calophyllum venulosum","1",0,NA,NA,NA,"117"
"331","132,07",2012,NA,NA,NA,"Scleria ciliaris","74",0,NA,NA,NA,"117"
"332","132,07",2012,NA,NA,NA,"Scleria levis","4",0,NA,NA,NA,"117"
"333","132,07",2012,NA,NA,NA,"local name: Jambuan","17",0,NA,NA,NA,"117"
"334","132,07",2012,NA,NA,NA,"local name: Tehtehan","4",0,NA,NA,NA,"117"
"335","132,07",2012,NA,NA,NA,"Breynia cernua","24",0,NA,NA,NA,"117"
"336","132,07",2012,NA,NA,NA,"Adiantum spec.","3",0,NA,NA,NA,"117"
"337","132,07",2012,NA,NA,NA,"Cleome rutidosperma","1",0,NA,NA,NA,"117"
"338","132,07",2012,NA,NA,NA,"Panicum repens","12",0,NA,NA,NA,"117"
"339","132,08",2012,NA,NA,NA,"Melastoma malabathricum","4",0,NA,NA,NA,"118"
"340","132,08",2012,NA,NA,NA,"Rubiaceae spec. ","1",0,NA,NA,NA,"118"
"341","132,08",2012,NA,NA,NA,"Imperata cylindrica","155",0,NA,NA,NA,"118"
"342","132,08",2012,NA,NA,NA,"Mikania micrantha","24",0,NA,NA,NA,"118"
"343","132,08",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"118"
"344","132,08",2012,NA,NA,NA,"Dicranopteris linearis","11",1,NA,NA,NA,"118"
"345","132,08",2012,NA,NA,NA,"Echinochloa crus-galli","104",0,NA,NA,NA,"118"
"346","132,08",2012,NA,NA,NA,"Adiantum spec.","256",0,NA,NA,NA,"118"
"347","132,08",2012,NA,NA,NA,"Breynia stipitata","22",0,NA,NA,NA,"118"
"348","132,08",2012,NA,NA,NA,"Alstonia spec. 1","10",0,NA,NA,NA,"118"
"349","132,08",2012,NA,NA,NA,"Artocarpus integer","4",0,NA,NA,NA,"118"
"350","132,08",2012,NA,NA,NA,"Scleria bancana","3",0,NA,NA,NA,"118"
"351","132,08",2012,NA,NA,NA,"Clidemia hirta","4",1,NA,NA,NA,"118"
"352","132,08",2012,NA,NA,NA,"Axonopus compressus","67",0,NA,NA,NA,"118"
"353","132,08",2012,NA,NA,NA,"Blumea balsamifera","45",0,NA,NA,NA,"118"
"354","132,08",2012,NA,NA,NA,"Passiflora spec.","4",0,NA,NA,NA,"118"
"355","132,12",2012,NA,NA,NA,"Melastoma malabathricum","3",0,NA,NA,NA,"122"
"356","132,12",2012,NA,NA,NA,"Chromolaena odorata","6",0,NA,NA,NA,"122"
"357","132,12",2012,NA,NA,NA,"Spermaococe latifolia","128",0,NA,NA,NA,"122"
"358","132,12",2012,NA,NA,NA,"Axonopus compressus","10",0,NA,NA,NA,"122"
"359","132,12",2012,NA,NA,NA,"Unident 17","1",0,NA,NA,NA,"122"
"360","132,12",2012,NA,NA,NA,"Unident 19","3",0,NA,NA,NA,"122"
"361","132,12",2012,NA,NA,NA,"Hevea brasiliensis","2",0,NA,NA,NA,"122"
"362","132,12",2012,NA,NA,NA,"Unident 18","1",0,NA,NA,NA,"122"
"363","132,12",2012,NA,NA,NA,"Tetracera indica","8",0,NA,NA,NA,"122"
"364","132,12",2012,NA,NA,NA,"Mikania micrantha","3",0,NA,NA,NA,"122"
"365","132,12",2012,NA,NA,NA,"Stachytarpheta indica","63",0,NA,NA,NA,"122"
"366","132,12",2012,NA,NA,NA,"Imperata cylindrica","50",0,NA,NA,NA,"122"
"367","132,12",2012,NA,NA,NA,"Nephrolepis exaltata","3",0,NA,NA,NA,"122"
"368","132,12",2012,NA,NA,NA,"Clidemia hirta","6",1,NA,NA,NA,"122"
"369","132,12",2012,NA,NA,NA,"local name: Faizal flower","12",0,NA,NA,NA,"122"
"370","132,12",2012,NA,NA,NA,"Trema orientalis ","9",0,NA,NA,NA,"122"
"371","132,12",2012,NA,NA,NA,"Paspalum conjugatum","6",0,NA,NA,NA,"122"
"372","132,12",2012,NA,NA,NA,"Cyrtococcum mucrescens","6",0,NA,NA,NA,"122"
"373","133,01",2012,NA,NA,NA,"Echinochloa colonum","77",0,NA,NA,NA,"123"
"374","133,01",2012,NA,NA,NA,"Hevea brasiliensis","12",0,NA,NA,NA,"123"
"375","133,01",2012,NA,NA,NA,"Axonopus compressus","235",0,NA,NA,NA,"123"
"376","133,01",2012,NA,NA,NA,"Clidemia hirta","112",1,NA,NA,NA,"123"
"377","133,01",2012,NA,NA,NA,"Piper aduncum","1",0,NA,NA,NA,"123"
"378","133,01",2012,NA,NA,NA,"local name:  Wedilia biflora","1",0,NA,NA,NA,"123"
"379","133,01",2012,NA,NA,NA,"Elaeis guineensis","1",0,NA,NA,NA,"123"
"380","133,01",2012,NA,NA,NA,"local name: Fahmi","1",0,NA,NA,NA,"123"
"381","133,01",2012,NA,NA,NA,"Amomum spec.","2",0,NA,NA,NA,"123"
"382","133,01",2012,NA,NA,NA,"Christella parasitica","17",0,NA,NA,NA,"123"
"383","133,01",2012,NA,NA,NA,"Pennisetum polystachion","18",0,NA,NA,NA,"123"
"384","133,01",2012,NA,NA,NA,"Lygodium salicifolium","19",0,NA,NA,NA,"123"
"385","133,01",2012,NA,NA,NA,"Scleria bancana","14",0,NA,NA,NA,"123"
"386","133,01",2012,NA,NA,NA,"Macaranga gigantea","3",0,NA,NA,NA,"123"
"387","133,01",2012,NA,NA,NA,"local name: Waru","7",0,NA,NA,NA,"123"
"388","133,01",2012,NA,NA,NA,"Macaranga triloba","1",0,NA,NA,NA,"123"
"389","133,01",2012,NA,NA,NA,"local name: Jeruk-jerukan","2",0,NA,NA,NA,"123"
"390","133,01",2012,NA,NA,NA,"Apocynaceae spec.","1",0,NA,NA,NA,"123"
"391","133,01",2012,NA,NA,NA,"Panicum repens","31",0,NA,NA,NA,"123"
"392","133,01",2012,NA,NA,NA,"Aidia densiflora","5",0,NA,NA,NA,"123"
"393","133,01",2012,NA,NA,NA,"local name: Sintrongan","4",0,NA,NA,NA,"123"
"394","133,04",2012,NA,NA,NA,"Hevea brasiliensis","7",0,NA,NA,NA,"126"
"395","133,04",2012,NA,NA,NA,"local name: Piper betle","3",0,NA,NA,NA,"126"
"396","133,04",2012,NA,NA,NA,"Lygodium spec.","3",0,NA,NA,NA,"126"
"397","133,04",2012,NA,NA,NA,"Agrostistachys borneensis","2",0,NA,NA,NA,"126"
"398","133,04",2012,NA,NA,NA,"Clidemia hirta","47",1,NA,NA,NA,"126"
"399","133,04",2012,NA,NA,NA,"Breynia stipitata","1",0,NA,NA,NA,"126"
"400","133,04",2012,NA,NA,NA,"Amomum spec.","2",0,NA,NA,NA,"126"
"401","133,04",2012,NA,NA,NA,"Scleria bancana","2",0,NA,NA,NA,"126"
"402","133,04",2012,NA,NA,NA,"Oxalis spec.","17",0,NA,NA,NA,"126"
"403","133,04",2012,NA,NA,NA,"Nephrolepis exaltata","2",0,NA,NA,NA,"126"
"404","133,04",2012,NA,NA,NA,"Dicranopteris linearis","22",1,NA,NA,NA,"126"
"405","133,04",2012,NA,NA,NA,"Vitex pubescens","8",0,NA,NA,NA,"126"
"406","133,04",2012,NA,NA,NA,"Breynia spec.","1",0,NA,NA,NA,"126"
"407","133,06",2012,NA,NA,NA,"Dicranopteris linearis","25",1,NA,NA,NA,"128"
"408","133,06",2012,NA,NA,NA,"Scleria bancana","6",0,NA,NA,NA,"128"
"409","133,06",2012,NA,NA,NA,"local name: Mangkirai","1",0,NA,NA,NA,"128"
"410","133,06",2012,NA,NA,NA,"Artocarpus altilis","6",0,NA,NA,NA,"128"
"411","133,06",2012,NA,NA,NA,"local name: Daun tulang tegas","1",0,NA,NA,NA,"128"
"412","133,06",2012,NA,NA,NA,"Melastoma malabathricum","20",0,NA,NA,NA,"128"
"413","133,06",2012,NA,NA,NA,"Clidemia hirta","2",1,NA,NA,NA,"128"
"414","133,06",2012,NA,NA,NA,"Axonopus compressus","15",0,NA,NA,NA,"128"
"415","133,06",2012,NA,NA,NA,"Macaranga triloba","1",0,NA,NA,NA,"128"
"416","133,06",2012,NA,NA,NA,"Scleria levis","3",0,NA,NA,NA,"128"
"417","133,06",2012,NA,NA,NA,"local name: Daun kacang-kacang","1",0,NA,NA,NA,"128"
"418","143,01",2012,NA,NA,NA,"local name: Mysterious half leave","36",0,NA,NA,NA,"169"
"419","143,01",2012,NA,NA,NA,"Cardiospermum grandiflorum","2",0,NA,NA,NA,"169"
"420","143,01",2012,NA,NA,NA,"Aidia densiflora","11",0,NA,NA,NA,"169"
"421","143,01",2012,NA,NA,NA,"Lygodium salicifolium","15",0,NA,NA,NA,"169"
"422","143,01",2012,NA,NA,NA,"Asplenium longissimum, ?","67",0,NA,NA,NA,"169"
"423","143,01",2012,NA,NA,NA,"Selaginella spec.","31",0,NA,NA,NA,"169"
"424","143,01",2012,NA,NA,NA,"Hevea brasiliensis","8",0,NA,NA,NA,"169"
"425","143,01",2012,NA,NA,NA,"Scleria levis","14",0,NA,NA,NA,"169"
"426","143,01",2012,NA,NA,NA,"Centotheca lappacea","6",0,NA,NA,NA,"169"
"427","143,01",2012,NA,NA,NA,"Piperacea spec.","1",0,NA,NA,NA,"169"
"428","143,01",2012,NA,NA,NA,"Dicranopteris linearis","173",1,NA,NA,NA,"169"
"429","143,01",2012,NA,NA,NA,"Sauropus androgynus","1",0,NA,NA,NA,"169"
"430","143,01",2012,NA,NA,NA,"Artocarpus spec.","1",0,NA,NA,NA,"169"
"431","143,01",2012,NA,NA,NA,"Macaranga gigantea","6",0,NA,NA,NA,"169"
"432","143,01",2012,NA,NA,NA,"Melastoma affine","19",0,NA,NA,NA,"169"
"433","143,01",2012,NA,NA,NA,"Nephrolepis exaltata","50",0,NA,NA,NA,"169"
"434","143,01",2012,NA,NA,NA,"Echinochloa colonum","102",0,NA,NA,NA,"169"
"435","143,01",2012,NA,NA,NA,"Axonopus compressus","17",0,NA,NA,NA,"169"
"436","143,01",2012,NA,NA,NA,"Elaeis guineensis","3",0,NA,NA,NA,"169"
"437","143,01",2012,NA,NA,NA,"Panicum repens","77",0,NA,NA,NA,"169"
"438","143,02",2012,NA,NA,NA,"Cyrtococcum mucrescens","18",0,NA,NA,NA,"170"
"439","143,02",2012,NA,NA,NA,"Legunimose spec.","2",0,NA,NA,NA,"170"
"440","143,02",2012,NA,NA,NA,"Axonopus compressus","45",0,NA,NA,NA,"170"
"441","143,02",2012,NA,NA,NA,"Melastoma malabathricum","5",0,NA,NA,NA,"170"
"442","143,02",2012,NA,NA,NA,"Aidia densiflora","21",0,NA,NA,NA,"170"
"443","143,02",2012,NA,NA,NA,"Hevea brasiliensis","9",0,NA,NA,NA,"170"
"444","143,02",2012,NA,NA,NA,"local name: Spine tangue","2",0,NA,NA,NA,"170"
"445","143,02",2012,NA,NA,NA,"local name: Leaf yellow margin","2",0,NA,NA,NA,"170"
"446","143,05",2012,NA,NA,NA,"local name: Kerisan","3",0,NA,NA,NA,"173"
"447","143,05",2012,NA,NA,NA,"local name: Ligodiuman","4",0,NA,NA,NA,"173"
"448","143,05",2012,NA,NA,NA,"Dicranopteris linearis","2",1,NA,NA,NA,"173"
"449","143,05",2012,NA,NA,NA,"Vitex pubescens","23",0,NA,NA,NA,"173"
"450","143,05",2012,NA,NA,NA,"local name: Paku gunungan","1",0,NA,NA,NA,"173"
"451","143,05",2012,NA,NA,NA,"Lygodium salicifolium","7",0,NA,NA,NA,"173"
"452","143,05",2012,NA,NA,NA,"Lygodium circinatum","5",0,NA,NA,NA,"173"
"453","143,05",2012,NA,NA,NA,"Clidemia hirta","372",1,NA,NA,NA,"173"
"454","143,05",2012,NA,NA,NA,"Eupatrium odoratum","9",0,NA,NA,NA,"173"
"455","143,05",2012,NA,NA,NA,"Scleria bancana","9",0,NA,NA,NA,"173"
"456","143,05",2012,NA,NA,NA,"Hypserpa nitida","1",0,NA,NA,NA,"173"
"457","143,05",2012,NA,NA,NA,"Asplenium nidus","202",0,NA,NA,NA,"173"
"458","143,05",2012,NA,NA,NA,"Axonopus spec.","8",0,NA,NA,NA,"173"
"459","143,05",2012,NA,NA,NA,"Melastoma malabathricum","22",0,NA,NA,NA,"173"
"460","143,05",2012,NA,NA,NA,"Phyllanthus niruri","3",0,NA,NA,NA,"173"
"461","143,07",2012,NA,NA,NA,"Axonopus compressus","105",0,NA,NA,NA,"175"
"462","143,07",2012,NA,NA,NA,"Cleome rutidosperma","13",0,NA,NA,NA,"175"
"463","143,07",2012,NA,NA,NA,"Clidemia hirta","1",1,NA,NA,NA,"175"
"464","143,07",2012,NA,NA,NA,"Goniophlebium verrucosum","13",0,NA,NA,NA,"175"
"465","143,07",2012,NA,NA,NA,"Hevea brasiliensis","1",0,NA,NA,NA,"175"
"466","143,13",2012,NA,NA,NA,"Dicranopteris linearis","86",1,NA,NA,NA,"181"
"467","143,13",2012,NA,NA,NA,"local name: Gear like","11",0,NA,NA,NA,"181"
"468","143,13",2012,NA,NA,NA,"Asystasia gangetica","98",1,NA,NA,NA,"181"
"469","143,13",2012,NA,NA,NA,"Macaranga gigantea","4",0,NA,NA,NA,"181"
"470","143,13",2012,NA,NA,NA,"Echinochloa spec.","17",0,NA,NA,NA,"181"
"471","143,13",2012,NA,NA,NA,"Nephrolepis exaltata","38",0,NA,NA,NA,"181"
"472","143,13",2012,NA,NA,NA,"Mikania micrantha","81",0,NA,NA,NA,"181"
"473","143,15",2012,NA,NA,NA,"Spermaococe latifolia","175",0,NA,NA,NA,"183"
"474","143,15",2012,NA,NA,NA,"Mikania micrantha","4",0,NA,NA,NA,"183"
"475","143,15",2012,NA,NA,NA,"Cleome rutidosperma","20",0,NA,NA,NA,"183"
"476","143,15",2012,NA,NA,NA,"Macaranga gigantea","6",0,NA,NA,NA,"183"
"477","143,15",2012,NA,NA,NA,"Asystasia gangetica","11",1,NA,NA,NA,"183"
"478","143,15",2012,NA,NA,NA,"Bauhinia semibifida","9",0,NA,NA,NA,"183"
"479","143,15",2012,NA,NA,NA,"Nephrolepis exaltata","8",0,NA,NA,NA,"183"
"480","143,15",2012,NA,NA,NA,"Hevea brasiliensis","34",0,NA,NA,NA,"183"
"481","143,15",2012,NA,NA,NA,"Melastoma malabathricum","3",0,NA,NA,NA,"183"
"482","143,15",2012,NA,NA,NA,"Axonopus compressus","90",0,NA,NA,NA,"183"
"483","143,24",2012,NA,NA,NA,"local name: Jatian","1",0,NA,NA,NA,"191"
"484","143,24",2012,NA,NA,NA,"Melastoma malabathricum","9",0,NA,NA,NA,"191"
"485","143,24",2012,NA,NA,NA,"Calopogonium mucunoides","3",0,NA,NA,NA,"191"
"486","143,24",2012,NA,NA,NA,"local name: Tehan","1",0,NA,NA,NA,"191"
"487","143,24",2012,NA,NA,NA,"Spermaococe latifolia","239",0,NA,NA,NA,"191"
"488","143,24",2012,NA,NA,NA,"Asystasia gangetica","132",1,NA,NA,NA,"191"
"489","143,24",2012,NA,NA,NA,"local name: Liba","28",0,NA,NA,NA,"191"
"490","143,24",2012,NA,NA,NA,"Ficus bengamina","3",0,NA,NA,NA,"191"
"491","143,24",2012,NA,NA,NA,"Clidemia hirta","273",1,NA,NA,NA,"191"
"492","143,24",2012,NA,NA,NA,"local name: Jambuan","1",0,NA,NA,NA,"191"
"493","211,05",2012,NA,NA,NA,"Bauhinia semibifida","5",0,NA,NA,NA,"196"
"494","211,05",2012,NA,NA,NA,"Nephrolepis spec.","19",0,NA,NA,NA,"196"
"495","211,05",2012,NA,NA,NA,"Hevea brasiliensis","16",0,NA,NA,NA,"196"
"496","211,05",2012,NA,NA,NA,"Clidemia hirta","164",1,NA,NA,NA,"196"
"497","211,05",2012,NA,NA,NA,"Lygodium circinatum","17",0,NA,NA,NA,"196"
"498","211,05",2012,NA,NA,NA,"Aidia densiflora","6",0,NA,NA,NA,"196"
"499","211,05",2012,NA,NA,NA,"Gardenia anisophylla","4",0,NA,NA,NA,"196"
"500","211,05",2012,NA,NA,NA,"Macaranga gigantea","2",0,NA,NA,NA,"196"
"501","211,05",2012,NA,NA,NA,"Centotheca lappacea","42",0,NA,NA,NA,"196"
"502","211,05",2012,NA,NA,NA,"Elaeis guineensis","1",0,NA,NA,NA,"196"
"503","211,05",2012,NA,NA,NA,"Taenitis blechnoides","8",0,NA,NA,NA,"196"
"504","211,05",2012,NA,NA,NA,"local name: Gadung","1",0,NA,NA,NA,"196"
"505","211,05",2012,NA,NA,NA,"Macaranga triloba","8",0,NA,NA,NA,"196"
"506","211,05",2012,NA,NA,NA,"Scleria bancana","48",0,NA,NA,NA,"196"
"507","211,05",2012,NA,NA,NA,"Breynia stipitata","2",0,NA,NA,NA,"196"
"508","211,05",2012,NA,NA,NA,"Piper aduncum","1",0,NA,NA,NA,"196"
"509","211,05",2012,NA,NA,NA,"Setaria palmifolia","44",0,NA,NA,NA,"196"
"510","211,05",2012,NA,NA,NA,"Sloetia elongata","6",0,NA,NA,NA,"196"
"511","211,05",2012,NA,NA,NA,"Panicum repens","48",0,NA,NA,NA,"196"
"512","211,05",2012,NA,NA,NA,"Nephrolepis exaltata","17",0,NA,NA,NA,"196"
"513","211,05",2012,NA,NA,NA,"Albizia falcataria","8",0,NA,NA,NA,"196"
"514","211,13",2012,NA,NA,NA,"Lygodium circinatum","2",0,NA,NA,NA,"204"
"515","211,13",2012,NA,NA,NA,"Asystasia gangetica","19",1,NA,NA,NA,"204"
"516","211,13",2012,NA,NA,NA,"Spermaococe latifolia","1",0,NA,NA,NA,"204"
"517","211,13",2012,NA,NA,NA,"Melastoma malabathricum","7",0,NA,NA,NA,"204"
"518","211,13",2012,NA,NA,NA,"Centotheca lappacea","1",0,NA,NA,NA,"204"
"519","211,13",2012,NA,NA,NA,"Clidemia hirta","186",1,NA,NA,NA,"204"
"520","211,13",2012,NA,NA,NA,"Elaeis guineensis","1",0,NA,NA,NA,"204"
"521","211,13",2012,NA,NA,NA,"Vitex pubescens","8",0,NA,NA,NA,"204"
"522","211,13",2012,NA,NA,NA,"Bauhinia semibifida","3",0,NA,NA,NA,"204"
"523","211,13",2012,NA,NA,NA,"Hevea brasiliensis","23",0,NA,NA,NA,"204"
"524","211,13",2012,NA,NA,NA,"Macaranga gigantea","5",0,NA,NA,NA,"204"
"525","211,16",2012,NA,NA,NA,"Scleria bancana","7",0,NA,NA,NA,"207"
"526","211,16",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"207"
"527","211,16",2012,NA,NA,NA,"Hevea brasiliensis","7",0,NA,NA,NA,"207"
"528","211,16",2012,NA,NA,NA,"Asystasia gangetica","21",1,NA,NA,NA,"207"
"529","211,16",2012,NA,NA,NA,"Pennisetum polystachion","27",0,NA,NA,NA,"207"
"530","211,16",2012,NA,NA,NA,"Axonopus compressus","72",0,NA,NA,NA,"207"
"531","211,16",2012,NA,NA,NA,"Aidia densiflora","6",0,NA,NA,NA,"207"
"532","211,16",2012,NA,NA,NA,"Macaranga triloba","2",0,NA,NA,NA,"207"
"533","211,16",2012,NA,NA,NA,"Tylophora spec.","3",0,NA,NA,NA,"207"
"534","211,16",2012,NA,NA,NA,"Amomum spec.","1",0,NA,NA,NA,"207"
"535","211,16",2012,NA,NA,NA,"Clidemia hirta","9",1,NA,NA,NA,"207"
"536","211,16",2012,NA,NA,NA,"Dalbergia candenatensis","11",0,NA,NA,NA,"207"
"537","211,18",2012,NA,NA,NA,"Vitex pubescens","3",0,NA,NA,NA,"209"
"538","211,18",2012,NA,NA,NA,"Moracea spec. 8","6",0,NA,NA,NA,"209"
"539","211,18",2012,NA,NA,NA,"Mikania micrantha","5",0,NA,NA,NA,"209"
"540","211,18",2012,NA,NA,NA,"Clidemia hirta","5",1,NA,NA,NA,"209"
"541","211,18",2012,NA,NA,NA,"Ficus cryptosyce","1",0,NA,NA,NA,"209"
"542","211,18",2012,NA,NA,NA,"Melastoma malabathricum","18",0,NA,NA,NA,"209"
"543","211,18",2012,NA,NA,NA,"Moracea spec. 7","1",0,NA,NA,NA,"209"
"544","211,18",2012,NA,NA,NA,"Panicum repens","863",0,NA,NA,NA,"209"
"545","211,18",2012,NA,NA,NA,"Bauhinia semibifida","3",0,NA,NA,NA,"209"
"546","211,18",2012,NA,NA,NA,"Breynia stipitata","1",0,NA,NA,NA,"209"
"547","211,18",2012,NA,NA,NA,"Phanera outimouta","2",0,NA,NA,NA,"209"
"548","211,18",2012,NA,NA,NA,"Macaranga gigantea","97",0,NA,NA,NA,"209"
"549","211,18",2012,NA,NA,NA,"Moracea spec. 5","2",0,NA,NA,NA,"209"
"550","211,18",2012,NA,NA,NA,"Scleria bancana","103",0,NA,NA,NA,"209"
"551","211,18",2012,NA,NA,NA,"Moracea spec. 6","1",0,NA,NA,NA,"209"
"552","212,01",2012,NA,NA,NA,"Elaeis guineensis","6",0,NA,NA,NA,"210"
"553","212,01",2012,NA,NA,NA,"Melastoma malabathricum","3",0,NA,NA,NA,"210"
"554","212,01",2012,NA,NA,NA,"Mikania micrantha","28",0,NA,NA,NA,"210"
"555","212,01",2012,NA,NA,NA,"Amomum spec.","4",0,NA,NA,NA,"210"
"556","212,01",2012,NA,NA,NA,"Nephrolepis exaltata","263",0,NA,NA,NA,"210"
"557","212,01",2012,NA,NA,NA,"local name: Paku tanah","69",0,NA,NA,NA,"210"
"558","212,01",2012,NA,NA,NA,"Imperata cylindrica","33",0,NA,NA,NA,"210"
"559","212,01",2012,NA,NA,NA,"Clidemia hirta","52",1,NA,NA,NA,"210"
"560","212,01",2012,NA,NA,NA,"Passiflora foetida","58",0,NA,NA,NA,"210"
"561","212,01",2012,NA,NA,NA,"Diplazium dietrichianum","8",0,NA,NA,NA,"210"
"562","212,01",2012,NA,NA,NA,"Scleria bancana","32",0,NA,NA,NA,"210"
"563","212,01",2012,NA,NA,NA,"local name: Mahang","1",0,NA,NA,NA,"210"
"564","212,01",2012,NA,NA,NA,"Mussaenda frondosa","1",0,NA,NA,NA,"210"
"565","212,01",2012,NA,NA,NA,"Cayratia japonica","9",0,NA,NA,NA,"210"
"566","212,01",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"210"
"567","212,11",2012,NA,NA,NA,"Hyptis capitata","2",0,NA,NA,NA,"220"
"568","212,11",2012,NA,NA,NA,"Cyrtococcum accrescens","47",0,NA,NA,NA,"220"
"569","212,11",2012,NA,NA,NA,"Axonopus compressus","12",0,NA,NA,NA,"220"
"570","212,11",2012,NA,NA,NA,"Selaginella spec.","128",0,NA,NA,NA,"220"
"571","212,11",2012,NA,NA,NA,"Macaranga triloba","1",0,NA,NA,NA,"220"
"572","212,11",2012,NA,NA,NA,"Vitex pubescens","2",0,NA,NA,NA,"220"
"573","212,11",2012,NA,NA,NA,"Lygodium salicifolium","3",0,NA,NA,NA,"220"
"574","212,11",2012,NA,NA,NA,"Scleria levis","51",0,NA,NA,NA,"220"
"575","212,11",2012,NA,NA,NA,"Annonacea spec. Fi0748-Fi0751","3",0,NA,NA,NA,"220"
"576","212,11",2012,NA,NA,NA,"Melastoma malabathricum","9",0,NA,NA,NA,"220"
"577","212,11",2012,NA,NA,NA,"Clidemia hirta","365",1,NA,NA,NA,"220"
"578","212,11",2012,NA,NA,NA,"Lygodium circinatum","62",0,NA,NA,NA,"220"
"579","212,11",2012,NA,NA,NA,"Caladium spec. Fi0753-0757","1",0,NA,NA,NA,"220"
"580","222,05",2012,NA,NA,NA,"Melastoma malabathricum","11",0,NA,NA,NA,"246"
"581","222,05",2012,NA,NA,NA,"Lygodium salicifolium","2",0,NA,NA,NA,"246"
"582","222,05",2012,NA,NA,NA,"Macaranga gigantea","6",0,NA,NA,NA,"246"
"583","222,05",2012,NA,NA,NA,"Apocynaceae spec.","4",0,NA,NA,NA,"246"
"584","222,05",2012,NA,NA,NA,"local name: Marpui","2",0,NA,NA,NA,"246"
"585","222,05",2012,NA,NA,NA,"Scleria bancana","17",0,NA,NA,NA,"246"
"586","222,05",2012,NA,NA,NA,"Elaeis guineensis","19",0,NA,NA,NA,"246"
"587","222,05",2012,NA,NA,NA,"local name: Tembesu angin","2",0,NA,NA,NA,"246"
"588","222,05",2012,NA,NA,NA,"Centotheca lappacea","43",0,NA,NA,NA,"246"
"589","222,05",2012,NA,NA,NA,"Clidemia hirta","90",1,NA,NA,NA,"246"
"590","222,05",2012,NA,NA,NA,"local name: Kayu balam","1",0,NA,NA,NA,"246"
"591","222,05",2012,NA,NA,NA,"Nephrolepis exaltata","3",0,NA,NA,NA,"246"
"592","222,05",2012,NA,NA,NA,"Selaginella spec.","2",0,NA,NA,NA,"246"
"593","222,05",2012,NA,NA,NA,"Paspalum conjugatum","5",0,NA,NA,NA,"246"
